"","Date","Close.Last","Volume","Open","High","Low"
"430",2021-07-20,27.0927,168673400,22.0941,27.91,22.0878
"431",2021-07-19,21.7672,112891300,20.7172,22.2199,19.5854
"432",2021-07-16,21.981,126825700,23.7855,24.2382,21.566
"433",2021-07-15,22.6348,199584500,20.2456,23.5151,20.2079
"434",2021-07-14,21.019,137830700,24.3953,24.6028,20.9027
"435",2021-07-13,24.7411,86807270,25.5082,26.4953,24.3325
"436",2021-07-12,26.7909,62986390,27.8472,29.2681,26.4513
"437",2021-07-09,29.0418,57858590,30.4124,30.7582,28.8091
"438",2021-07-08,30.1421,145078200,25.7471,31.3053,24.3702
"439",2021-07-07,28.3376,95320210,29.9912,30.8023,26.9103
"440",2021-07-06,31.4121,62370280,33.6128,34.625,31.2487
"441",2021-07-02,32.6696,90762310,33.1789,33.4807,30.0352
"442",2021-07-01,34.0906,57765980,35.7505,36.2849,33.0284
"443",2021-06-30,35.6373,59020630,35.2098,36.5804,34.361
"444",2021-06-29,35.4801,63604140,37.1337,38.3535,35.3229
"445",2021-06-28,36.5364,99310240,34.6439,37.3224,34.1598
"446",2021-06-25,33.99,77596930,35.0526,35.3921,33.3047
"447",2021-06-24,35.6499,80351220,36.4547,36.9451,34.996
"448",2021-06-23,36.6559,116291800,35.8637,38.4164,35.7128
"449",2021-06-22,36.637,169494100,34.0151,36.9325,32.0975
"450",2021-06-21,35.0149,185876100,38.5673,39.6173,33.5939
"451",2021-06-18,37.2595,243645900,38.517,40.8402,35.7442
"452",2021-06-17,38.1837,303576000,33.9523,40.1328,33.311
"453",2021-06-16,34.6942,166450700,35.2978,36.0523,32.6068
"454",2021-06-15,37.1212,285582100,36.7125,40.6861,35.6687
"455",2021-06-14,35.8385,301467300,32.5879,38.0706,32.393
"456",2021-06-11,31.06,218006600,28.0924,31.1858,26.4136
"457",2021-06-10,26.9166,224860600,30.1358,32.3804,24.9675
"458",2021-06-09,31.0223,150361300,32.8205,33.5687,30.2552
"459",2021-06-08,34.6125,214490300,35.9391,38.1146,33.1789
"460",2021-06-07,34.581,349094900,32.9337,37.5234,32.3804
"461",2021-06-04,30.1232,337710100,30.6765,36.1403,28.9475
"462",2021-06-03,32.2798,598142200,36.5301,43.2577,23.6786
"463",2021-06-02,39.328,766462500,23.5905,45.6595,22.3771
"464",2021-06-01,20.145,508694600,20.0507,21.0818,17.9381
"465",2021-05-28,16.4228,660623600,20.0004,23.0875,15.1968
"466",2021-05-27,16.6743,705545700,11.701,18.7115,11.5123
"467",2021-05-26,12.2983,379064100,11.1665,12.5435,10.8522
"468",2021-05-25,10.3177,213644100,8.5572,10.4812,8.5208
"469",2021-05-24,8.6012,113319200,7.7839,8.7773,7.6518
"470",2021-05-21,7.5952,53937710,7.9285,8.0731,7.5764
"471",2021-05-20,7.8908,61419730,7.9159,8.1674,7.5638
"472",2021-05-19,7.9473,89024110,8.1423,8.3686,7.633
"473",2021-05-18,8.8213,172488400,8.9596,9.2237,8.5335
"474",2021-05-17,8.771,147923000,8.595,9.0414,8.4189
"475",2021-05-14,8.1611,207589900,8.3686,9.0131,7.9033
"476",2021-05-13,8.0291,296525000,6.8408,8.9282,6.6899
"477",2021-05-12,6.4887,54423480,6.3063,6.6804,6.3
"478",2021-05-11,6.3189,49600980,6.2434,6.5893,6.036
"479",2021-05-10,6.124,41015270,6.2246,6.3818,6.0108
"480",2021-05-07,5.9794,38244970,5.8599,6.1554,5.7467
"481",2021-05-06,5.6587,39586270,5.8662,5.9102,5.6147
"482",2021-05-05,5.7656,15834150,5.9165,6.0171,5.709
"483",2021-05-04,5.9039,35222380,6.0517,6.1303,5.6901
"484",2021-05-03,6.1051,31251230,6.3566,6.3629,6.0422
"485",2021-04-30,6.3063,27741040,6.3315,6.4006,6.212
"486",2021-04-29,6.4132,37782920,6.8848,6.9414,6.344
"487",2021-04-28,6.8219,39720470,6.8219,7.1614,6.6961
"488",2021-04-27,7.2054,51629820,7.3438,7.6852,7.0545
"489",2021-04-26,7.2306,78592890,6.7213,7.5198,6.6458
"490",2021-04-23,6.3881,27595210,6.344,6.5264,6.2623
"491",2021-04-22,6.2812,49923510,6.256,6.6961,6.1554
"492",2021-04-21,6.1491,23598230,5.8159,6.168,5.7467
"493",2021-04-20,5.8348,27008910,6.0988,6.1051,5.665
"494",2021-04-19,6.0737,32814330,5.9605,6.168,5.8976
"495",2021-04-16,5.8662,40696680,6.2875,6.3063,5.7153
"496",2021-04-15,6.2246,45198900,6.212,6.4321,6.0234
"497",2021-04-14,5.8788,51166340,5.6587,6.168,5.5958
"498",2021-04-13,5.5581,44049130,5.4449,5.7342,5.2249
"499",2021-04-12,5.4198,51269800,5.9354,5.9668,5.3506
"500",2021-04-09,5.9228,29254600,6.036,6.124,5.8096
"501",2021-04-08,6.1554,33408680,6.2937,6.2937,5.9731
"502",2021-04-07,6.1931,28804330,6.3315,6.4006,6.1931
"503",2021-04-06,6.4132,44066950,6.539,6.6018,6.2875
"504",2021-04-05,6.671,96082320,6.3503,7.0734,6.1114
"505",2021-04-01,5.8851,77473910,6.4321,6.4509,5.753
"506",2021-03-31,6.4195,29832330,6.539,6.583,6.3189
"507",2021-03-30,6.5075,39020490,6.4824,6.6144,6.1366
"508",2021-03-29,6.5075,37330710,6.4887,6.7653,6.344
"509",2021-03-26,6.4384,84633070,7.086,7.2494,6.2937
"510",2021-03-25,6.8785,131192800,5.6336,7.1143,5.6273
"511",2021-03-24,5.6713,81850720,6.803,7.0482,5.6147
"512",2021-03-23,6.7024,87923240,7.2054,7.5009,6.5201
"513",2021-03-22,7.853,88760140,8.268,8.2932,7.3941
"514",2021-03-19,8.7584,153206000,8.8905,8.9156,8.3497
"515",2021-03-18,8.8024,122212300,9.0162,9.142,8.5321
"516",2021-03-17,8.5258,78053640,8.3246,8.5887,8.1737
"517",2021-03-16,8.1863,125967600,8.5635,8.5635,7.7587
"518",2021-03-15,8.8276,278969200,7.6581,9.1105,7.4506
"519",2021-03-12,7.0168,111146700,6.3881,7.1677,6.2497
"520",2021-03-11,6.4635,83933590,6.6961,6.8345,6.2246
"521",2021-03-10,6.1931,261918600,6.9288,7.8405,5.9794
"522",2021-03-09,6.6018,150415600,5.8976,6.7716,5.797
"523",2021-03-08,5.841,114343800,5.3632,5.9605,5.2249
"524",2021-03-05,5.0614,59734130,5.0803,5.1997,4.7973
"525",2021-03-04,5.0488,77822640,5.1872,5.4009,4.7156
"526",2021-03-03,5.3946,55651870,5.6273,5.7467,5.3443
"527",2021-03-02,5.6147,78135440,5.7467,5.9102,5.3506
"528",2021-03-01,5.7719,143586500,5.5707,5.9385,5.294
"529",2021-02-26,5.0363,137028000,5.1494,5.665,4.7974
"530",2021-02-25,5.2123,445717400,6.847,6.9162,4.9357
"531",2021-02-24,5.7153,376881800,4.5458,6.1806,4.3949
"532",2021-02-23,4.8413,264876400,4.3824,4.9419,3.7788
"533",2021-02-22,4.1183,173409000,3.7285,4.2,3.6153
"534",2021-02-19,3.5839,40249110,3.4833,3.6279,3.4644
"535",2021-02-18,3.4644,130540800,3.6719,3.9297,3.433
"536",2021-02-17,3.4895,38849050,3.5084,3.5336,3.3449
"537",2021-02-16,3.5524,61165710,3.7913,3.8039,3.4518
"538",2021-02-12,3.5147,46773030,3.5964,3.7536,3.4707
"539",2021-02-11,3.5273,55920390,3.5336,3.6782,3.4392
"540",2021-02-10,3.6467,152810800,3.5901,4.1434,3.4267
"541",2021-02-09,3.4581,102588100,3.653,3.653,3.3072
"542",2021-02-08,3.8856,128756000,4.3258,4.3321,3.6153
"543",2021-02-05,4.2943,197097600,4.5081,5.1997,4.0994
"544",2021-02-04,4.4578,162985800,5.4701,5.4952,4.4012
"545",2021-02-03,5.6398,221405100,5.5644,6.1428,4.9608
"546",2021-02-02,4.9168,462775900,5.9605,6.3503,3.7725
"547",2021-02-01,8.3623,434608000,10.6887,10.8459,8.1171
"548",2021-01-29,8.3372,602193300,8.9974,10.0599,7.2935
"549",2021-01-28,5.4261,591223900,7.5324,10.3743,4.0931
"550",2021-01-27,12.512,1253254000,12.7887,12.8013,6.9225
"551",2021-01-26,3.1186,456850200,3.2003,3.2632,2.7476
"552",2021-01-25,2.7791,443238100,2.9614,3.0683,2.4207
"553",2021-01-22,2.2069,268273400,1.8297,2.3515,1.7668
"554",2021-01-21,1.8737,64823840,1.8862,1.924,1.7919
"555",2021-01-20,1.8674,181862200,2.0686,2.1,1.7291
"556",2021-01-19,1.924,256276000,1.7605,2.012,1.6159
"557",2021-01-15,1.465,162356400,1.3832,1.6033,1.3707
"558",2021-01-14,1.3707,49638790,1.3958,1.4587,1.3392
"559",2021-01-13,1.3707,45847660,1.465,1.4964,1.3392
"560",2021-01-12,1.4398,41784330,1.4084,1.5027,1.4052
"561",2021-01-11,1.3832,41695840,1.3581,1.4273,1.3518
"562",2021-01-08,1.3455,39553340,1.3141,1.3902,1.3015
"563",2021-01-07,1.2889,26150490,1.3078,1.3267,1.2701
"564",2021-01-06,1.2638,67363340,1.2764,1.4021,1.2386
"565",2021-01-05,1.2449,28148310,1.2512,1.2764,1.2009
"566",2021-01-04,1.2638,29873800,1.3832,1.3832,1.2575
"567",2020-12-31,1.3329,28234250,1.3644,1.3958,1.3078
"568",2020-12-30,1.3581,40278440,1.4461,1.4461,1.3392
"569",2020-12-29,1.4398,21086150,1.5341,1.5467,1.4335
"570",2020-12-28,1.5027,23942700,1.6536,1.6536,1.4838
"571",2020-12-24,1.5782,11094190,1.6285,1.6347,1.5593
"572",2020-12-23,1.6096,15724770,1.6222,1.6662,1.597
"573",2020-12-22,1.6285,21686610,1.7165,1.7291,1.5844
"574",2020-12-21,1.685,22699800,1.641,1.7228,1.6222
"575",2020-12-18,1.7605,21941650,1.7919,1.7919,1.7353
"576",2020-12-17,1.7919,23799300,1.7605,1.8548,1.7228
"577",2020-12-16,1.7479,25423240,1.8045,1.8171,1.7102
"578",2020-12-15,1.7982,54432130,2.0371,2.0371,1.7353
"579",2020-12-14,2.0057,67158980,2.5213,2.5213,1.8862
"580",2020-12-11,2.4647,22310380,2.5401,2.6722,2.4332
"581",2020-12-10,2.5716,19872850,2.3829,2.5779,2.3704
"582",2020-12-09,2.427,20991200,2.6533,2.7225,2.3578
"583",2020-12-08,2.5024,29530630,2.2698,2.5276,2.2698
"584",2020-12-07,2.2383,20503850,2.1692,2.3515,2.0937
"585",2020-12-04,2.2069,33157260,2.3578,2.3641,2.0749
"586",2020-12-03,2.2823,66080890,2.5213,2.6502,2.2006
"587",2020-12-02,2.7162,11847630,2.5653,2.7288,2.4835
"588",2020-12-01,2.6093,12293500,2.7853,2.7853,2.5716
"589",2020-11-30,2.6847,16554990,2.7728,2.7979,2.5087
"590",2020-11-27,2.7979,10097370,2.8545,2.9048,2.7413
"591",2020-11-25,2.8231,22647310,2.8734,3.0494,2.6407
"592",2020-11-24,2.8797,62884600,2.6156,3.1437,2.6093
"593",2020-11-23,2.3955,31514580,2.2069,2.4207,2.144
"594",2020-11-20,2.1063,17088780,2.0434,2.1189,2.0183
"595",2020-11-19,2.0057,13986440,1.9868,2.122,1.9805
"596",2020-11-18,2.0497,31717280,1.9365,2.1189,1.8925
"597",2020-11-17,1.8737,22482960,1.8925,1.9114,1.8234
"598",2020-11-16,1.9554,47604350,2.1314,2.1314,1.9177
"599",2020-11-13,1.8674,22451870,1.8737,1.8799,1.7479
"600",2020-11-12,1.8485,14836050,1.9302,1.9302,1.8359
"601",2020-11-11,1.968,24066100,2.0315,2.0371,1.8862
"602",2020-11-10,2.2069,42129260,2.5087,2.5338,2.1
"603",2020-11-09,2.3704,132511000,2.6847,2.7602,2.0308
"604",2020-11-06,1.5656,9049450,1.5279,1.6473,1.465
"605",2020-11-05,1.5467,8056242,1.4776,1.6159,1.4273
"606",2020-11-04,1.4524,7609136,1.509,1.5278,1.4085
"607",2020-11-03,1.4713,15441930,1.4713,1.6285,1.4461
"608",2020-11-02,1.3518,11180070,1.4461,1.4587,1.3267
"609",2020-10-30,1.4838,11013230,1.5593,1.5656,1.4335
"610",2020-10-29,1.5844,9019304,1.6662,1.685,1.5593
"611",2020-10-28,1.641,8141103,1.6913,1.7228,1.6222
"612",2020-10-27,1.7542,11251270,1.8108,1.8234,1.641
"613",2020-10-26,1.7291,10458790,1.8359,1.8422,1.685
"614",2020-10-23,1.8674,6634962,1.968,1.9805,1.8548
"615",2020-10-22,1.9617,12339600,1.8611,1.9805,1.7856
"616",2020-10-21,1.8862,7277305,1.9491,1.9679,1.8737
"617",2020-10-20,1.9428,15978780,2.0749,2.0811,1.9177
"618",2020-10-19,2.2258,40385070,2.0811,2.4395,2.0308
"619",2020-10-16,1.9114,18565810,1.8045,2.0686,1.7605
"620",2020-10-15,1.7479,9808591,1.7856,1.8611,1.7353
"621",2020-10-14,1.8611,31761270,1.9428,2.012,1.6725
"622",2020-10-13,2.2258,10164740,2.4521,2.4584,2.2132
"623",2020-10-12,2.5653,3245671,2.5338,2.5716,2.515
"624",2020-10-09,2.5464,5021406,2.6219,2.6282,2.5401
"625",2020-10-08,2.603,7868481,2.5967,2.6313,2.5276
"626",2020-10-07,2.5401,6917700,2.5653,2.5841,2.4773
"627",2020-10-06,2.5527,8404181,2.6785,2.6847,2.5464
"628",2020-10-05,2.5967,9468797,2.7036,2.7413,2.5464
"629",2020-10-02,2.9237,3575994,2.8168,2.93,2.7791
"630",2020-10-01,2.9237,3223808,3.0054,3.018,2.9111
"631",2020-09-30,2.9614,2515422,3.018,3.1123,2.9551
"632",2020-09-29,3.0557,2521765,3.0683,3.106,2.9865
"633",2020-09-28,3.0871,4676540,3.1689,3.1689,2.8985
"634",2020-09-25,3.0683,2375454,2.9174,3.0997,2.832
"635",2020-09-24,2.8985,4569670,2.9488,3.0809,2.7396
"636",2020-09-23,3.0054,4285151,3.2821,3.3261,2.9803
"637",2020-09-22,3.2758,2090061,3.2821,3.3449,3.2318
"638",2020-09-21,3.3449,4563153,3.4078,3.4455,3.15
"639",2020-09-18,3.565,2428464,3.5901,3.609,3.5021
"640",2020-09-17,3.5964,2619665,3.565,3.6404,3.5084
"641",2020-09-16,3.6216,4390816,3.4707,3.6939,3.4078
"642",2020-09-15,3.4707,5099315,3.521,3.6907,3.4707
"643",2020-09-14,3.4833,4638082,3.6719,3.6909,3.4644
"644",2020-09-11,3.6404,4863006,3.8102,3.8137,3.521
"645",2020-09-10,3.7348,5881820,3.9485,3.9988,3.697
"646",2020-09-09,3.9359,5578212,4.112,4.112,3.8418
"647",2020-09-08,4.0365,6667449,4.2503,4.368,4.0051
"648",2020-09-04,4.4138,9328807,4.2503,4.4138,3.9171
"649",2020-09-03,4.1497,10626610,4.3635,4.4892,4.0743
"650",2020-09-02,4.4264,43056240,4.4075,4.8476,4.0617
"651",2020-09-01,3.8165,9709376,3.6404,3.8856,3.6404
"652",2020-08-31,3.697,9820238,3.98,4.0554,3.6216
"653",2020-08-28,3.9611,9903997,4.0806,4.112,3.8416
"654",2020-08-27,4.0994,31921160,3.653,4.4641,3.5839
"655",2020-08-26,3.521,4419399,3.4267,3.565,3.3512
"656",2020-08-25,3.4833,5296893,3.433,3.5084,3.2758
"657",2020-08-24,3.4015,8498191,3.3638,3.4267,3.1046
"658",2020-08-21,3.2632,8216874,3.5713,3.573,3.2569
"659",2020-08-20,3.5776,13728400,3.5021,3.6342,3.3324
"660",2020-08-19,3.3889,5728301,3.3575,3.4392,3.2569
"661",2020-08-18,3.3638,5790682,3.5021,3.5021,3.2255
"662",2020-08-17,3.521,7159171,3.5964,3.6782,3.4122
"663",2020-08-14,3.4833,12055840,3.4958,3.5398,3.1752
"664",2020-08-13,3.3386,23259220,3.2066,3.6279,3.0306
"665",2020-08-12,2.9174,2466462,2.9048,2.9928,2.8671
"666",2020-08-11,2.8671,5794835,2.9551,3.0494,2.8545
"667",2020-08-10,2.8105,5048156,2.9237,2.9803,2.735
"668",2020-08-07,2.9865,24917440,2.603,3.3072,2.5716
"669",2020-08-06,2.603,3742639,2.5841,2.6659,2.5087
"670",2020-08-05,2.6093,1702312,2.5653,2.6219,2.559
"671",2020-08-04,2.5779,3267795,2.559,2.6659,2.5527
"672",2020-08-03,2.5841,4048779,2.5464,2.6376,2.427
"673",2020-07-31,2.5401,2592848,2.5653,2.6093,2.4835
"674",2020-07-30,2.5904,3699061,2.5904,2.7288,2.5527
"675",2020-07-29,2.6156,5489414,2.559,2.6407,2.4835
"676",2020-07-28,2.6093,6226584,2.4207,2.6722,2.4144
"677",2020-07-27,2.4332,2980499,2.5213,2.5338,2.3955
"678",2020-07-24,2.515,3282351,2.515,2.6282,2.4898
"679",2020-07-23,2.5527,3614295,2.5653,2.625,2.515
"680",2020-07-22,2.5338,2798769,2.5779,2.6223,2.515
"681",2020-07-21,2.6093,1932022,2.6093,2.6627,2.5653
"682",2020-07-20,2.6093,2393094,2.647,2.6596,2.5559
"683",2020-07-17,2.6847,2105464,2.7413,2.7476,2.6407
"684",2020-07-16,2.7539,1997485,2.7225,2.8168,2.7099
"685",2020-07-15,2.8294,4830736,2.7476,2.8797,2.6565
"686",2020-07-14,2.6533,3291433,2.6722,2.6847,2.5779
"687",2020-07-13,2.6785,4464782,2.9928,3.028,2.6722
"688",2020-07-10,2.8922,3306121,2.7602,2.8922,2.7539
"689",2020-07-09,2.8734,4225655,2.8168,2.8891,2.6282
"690",2020-07-08,2.7853,5586820,2.8231,2.8419,2.6407
"691",2020-07-07,2.5967,2667634,2.6282,2.6973,2.5653
"692",2020-07-06,2.691,5489739,2.9048,2.9174,2.5967
"693",2020-07-02,2.8482,3908373,2.9488,2.9488,2.8105
"694",2020-07-01,2.8734,4914525,2.6785,2.8922,2.6785
"695",2020-06-30,2.6973,3653414,2.7288,2.7413,2.647
"696",2020-06-29,2.7791,9321558,2.4584,2.7916,2.3578
"697",2020-06-26,2.6282,5601002,2.6785,2.9472,2.6093
"698",2020-06-25,2.6847,8251419,2.8734,2.8859,2.6219
"699",2020-06-24,3.0117,8104133,3.1374,3.2192,2.8356
"700",2020-06-23,3.2066,5699306,3.3764,3.3952,3.1689
"701",2020-06-22,3.3512,4412845,3.4455,3.4455,3.2758
"702",2020-06-19,3.4707,13137390,3.8982,3.9297,3.433
"703",2020-06-18,3.5398,5619724,3.3638,3.5964,3.3575
"704",2020-06-17,3.4078,3030810,3.4015,3.5411,3.3386
"705",2020-06-16,3.4958,5911939,3.785,3.8102,3.4581
"706",2020-06-15,3.6467,5541446,3.4078,3.7285,3.3324
"707",2020-06-12,3.7033,7352885,3.5776,3.7285,3.2821
"708",2020-06-11,3.2506,9179401,3.477,3.5524,3.1437
"709",2020-06-10,3.9548,15322630,4.5898,4.6213,3.9485
"710",2020-06-09,3.7662,7394309,3.8353,3.8912,3.4958
"711",2020-06-08,4.0554,8587142,3.9422,4.3006,3.8794
"712",2020-06-05,3.7159,9240931,3.6342,3.8668,3.5461
"713",2020-06-04,3.3827,8572557,3.2506,3.3952,3.1437
"714",2020-06-03,3.4267,15353690,3.3135,3.7662,3.2003
"715",2020-06-02,3.5147,6877826,3.3638,3.5524,3.3512
"716",2020-06-01,3.3386,3913113,3.1626,3.3764,3.1563
"717",2020-05-29,3.2255,5158931,3.1437,3.3827,3.0369
"718",2020-05-28,3.1877,6604395,3.5524,3.5681,3.1563
"719",2020-05-27,3.521,7862371,3.4455,3.5524,3.2129
"720",2020-05-26,3.2129,8864112,3.018,3.2286,2.9551
"721",2020-05-22,2.8797,2408834,2.93,2.9425,2.8671
"722",2020-05-21,2.9111,4555029,2.9425,3.0085,2.8608
"723",2020-05-20,2.93,3489476,2.9488,2.9865,2.8859
"724",2020-05-19,2.8671,4929792,3.0306,3.1312,2.8294
"725",2020-05-18,2.9677,6073843,3.018,3.0997,2.9111
"726",2020-05-15,2.8419,3483157,2.8105,2.9048,2.7916
"727",2020-05-14,2.8608,5920537,2.6722,2.9237,2.5653
"728",2020-05-13,2.8922,10433360,3.1563,3.1626,2.8356
"729",2020-05-12,3.2192,19681890,3.6279,3.6719,3.0871
"730",2020-05-11,3.3449,106553300,4.024,4.0303,3.0746
"731",2020-05-08,2.5779,3607855,2.603,2.6533,2.5411
"732",2020-05-07,2.5087,4110313,2.5213,2.6282,2.4835
"733",2020-05-06,2.4647,3105656,2.5653,2.5779,2.4081
"734",2020-05-05,2.4458,7504517,2.9362,2.9488,2.3955
"735",2020-05-04,2.7036,5601427,2.5841,3.0054,2.515
"736",2020-05-01,2.8734,6746774,2.9048,2.9551,2.7036
"737",2020-04-30,3.0934,11235640,3.15,3.2003,2.8294
"738",2020-04-29,3.2632,27162380,2.8545,3.477,2.8105
"739",2020-04-28,2.603,21601090,2.4018,2.9865,2.2006
"740",2020-04-27,2.1126,5667215,2.0057,2.1377,1.924
"741",2020-04-24,1.9177,3652454,1.9743,2.012,1.8988
"742",2020-04-23,1.9554,4318845,2.012,2.0403,1.9365
"743",2020-04-22,1.9994,4572152,2.1314,2.1314,1.9868
"744",2020-04-21,2.0434,5788407,2.012,2.1252,1.9805
"745",2020-04-20,1.9994,10787230,2.0246,2.1629,1.924
"746",2020-04-17,2.012,26799890,2.4207,2.4207,1.9177
"747",2020-04-16,1.5341,6290822,1.4776,1.5656,1.3518
"748",2020-04-15,1.5153,11378000,1.3518,1.5467,1.2701
"749",2020-04-14,1.3707,11747930,1.3895,1.487,1.3455
"750",2020-04-13,1.3078,19784090,1.4713,1.4838,1.2261
"751",2020-04-09,1.6347,13981180,2.0749,2.0749,1.6222
"752",2020-04-08,2.0749,7997628,1.9177,2.0874,1.7605
"753",2020-04-07,1.9743,8977051,1.9931,2.3452,1.9177
"754",2020-04-06,1.8108,6912015,1.5719,1.8674,1.509
"755",2020-04-03,1.4273,7493379,1.4587,1.4713,1.2575
"756",2020-04-02,1.4084,8808060,1.7228,1.7479,1.3707
"757",2020-04-01,1.6473,5898611,1.8862,1.9114,1.5719
"758",2020-03-31,1.9868,3640469,1.9805,2.0686,1.9365
"759",2020-03-30,1.9114,4219670,2.1692,2.2006,1.9114
"760",2020-03-27,2.2635,3431371,2.2446,2.3578,2.0749
"761",2020-03-26,2.3264,5104322,2.1755,2.4835,2.1629
"762",2020-03-25,2.1755,8112920,2.4647,2.5024,2.0434
"763",2020-03-24,2.2383,5168287,2.2006,2.2383,2.0546
"764",2020-03-23,1.9805,6481282,2.0308,2.1377,1.7039
"765",2020-03-20,2.0057,5753982,2.1377,2.2635,1.8988
"766",2020-03-19,2.1189,8614592,1.6599,2.1817,1.4964
"767",2020-03-18,1.553,7753495,1.4335,1.8862,1.3267
"768",2020-03-17,1.5593,7685679,1.6473,1.7291,1.2261
"769",2020-03-16,1.6347,8497882,1.6599,1.8234,1.6347
"770",2020-03-13,2.0246,6158287,1.9743,2.0579,1.7605
"771",2020-03-12,1.8297,8058027,1.685,1.9805,1.6662
"772",2020-03-11,2.2886,4080272,2.5024,2.559,2.2383
"773",2020-03-10,2.6407,3686953,2.6219,2.6973,2.3641
"774",2020-03-09,2.4207,3404003,2.4835,2.5589,2.3138
"775",2020-03-06,2.8482,4599926,2.9048,2.974,2.7476
"776",2020-03-05,3.0934,5853094,3.521,3.5273,2.9865
"777",2020-03-04,3.6593,4483701,3.6845,3.7096,3.4162
"778",2020-03-03,3.653,3842979,3.8353,3.8542,3.5461
"779",2020-03-02,3.8416,4585413,3.9674,3.9737,3.5398
"780",2020-02-28,3.9359,7556372,4.0931,4.1812,3.7599
"781",2020-02-27,3.8291,6293973,3.5901,3.8982,3.2192
"782",2020-02-26,3.7285,7181255,4.1309,4.1623,3.6907
"783",2020-02-25,4.1183,4180967,4.4012,4.5749,4.0743
"784",2020-02-24,4.4327,3210933,4.4892,4.4892,4.3006
"785",2020-02-21,4.6904,3035195,4.8413,4.8728,4.6087
"786",2020-02-20,4.8791,3649063,4.6024,4.8916,4.5333
"787",2020-02-19,4.5961,2308485,4.4641,4.6779,4.4389
"788",2020-02-18,4.4264,2143451,4.4578,4.5584,4.4201
"789",2020-02-14,4.4641,1706158,4.4075,4.5207,4.3258
"790",2020-02-13,4.4012,1553432,4.244,4.4515,4.2252
"791",2020-02-12,4.3132,1922115,4.3572,4.4514,4.288
"792",2020-02-11,4.3635,1568457,4.2755,4.3886,4.178
"793",2020-02-10,4.2692,1360325,4.1183,4.2943,4.068
"794",2020-02-07,4.1183,2063102,4.2126,4.244,4.112
"795",2020-02-06,4.244,2713416,4.4201,4.483,4.2315
"796",2020-02-05,4.4012,2167202,4.2252,4.461,4.2063
"797",2020-02-04,4.1812,2004517,4.0617,4.2063,4.0145
"798",2020-02-03,4.0554,1413558,4.0868,4.1434,4.0303
"799",2020-01-31,4.0994,1883250,4.2818,4.3195,4.0868
"800",2020-01-30,4.3006,1640585,4.1623,4.3258,4.0617
"801",2020-01-29,4.2566,1438201,4.3132,4.3321,4.2063
"802",2020-01-28,4.2692,2094738,3.9925,4.2755,3.9548
"803",2020-01-27,3.9988,3163859,4.0931,4.1089,3.9297
"804",2020-01-24,4.2377,2282773,4.2503,4.2755,4.1497
"805",2020-01-23,4.2755,2029426,4.3572,4.4012,4.2008
"806",2020-01-22,4.3824,2717020,4.5333,4.5396,4.3572
"807",2020-01-21,4.5144,1831353,4.5647,4.6024,4.4955
"808",2020-01-17,4.5773,2016869,4.6276,4.641,4.483
"809",2020-01-16,4.6087,3350360,4.5207,4.6779,4.5207
"810",2020-01-15,4.4704,4660332,4.3069,4.6119,4.2755
"811",2020-01-14,4.3069,2713281,4.1183,4.3761,4.0554
"812",2020-01-13,4.1246,2840505,4.0868,4.1717,4.0365
"813",2020-01-10,4.068,5204132,4.0491,4.1937,4.0302
"814",2020-01-09,4.0617,6795629,4.1874,4.2,3.9925
"815",2020-01-08,4.1623,6570313,4.4704,4.4955,4.156
"816",2020-01-07,4.483,3235643,4.4704,4.527,4.4012
"817",2020-01-06,4.4767,2903692,4.5584,4.5898,4.4704
"818",2020-01-03,4.6024,2218009,4.6842,4.7785,4.593
"819",2020-01-02,4.6904,4529669,4.5898,4.7533,4.5458
"820",2019-12-31,4.5521,3279469,4.5521,4.5867,4.4955
"821",2019-12-30,4.5521,3371853,4.5961,4.6653,4.5458
"822",2019-12-27,4.5898,3911566,4.5898,4.6527,4.527
"823",2019-12-26,4.615,3305908,4.747,4.7533,4.6024
"824",2019-12-24,4.7219,3618225,4.6967,4.8225,4.6716
"825",2019-12-23,4.6024,6558206,4.8602,4.8728,4.5961
"826",2019-12-20,4.8602,4226703,4.9168,5.0048,4.8539
"827",2019-12-19,4.9042,5492239,5.0048,5.0292,4.8288
"828",2019-12-18,5.0048,4395030,4.8916,5.1117,4.8162
"829",2019-12-17,5.1054,3586739,5.25,5.2815,5.0803
"830",2019-12-16,5.25,4789863,5.3129,5.5204,5.25
"831",2019-12-13,5.1683,1382531,5.2186,5.2878,5.1494
"832",2019-12-12,5.2186,2407895,5.1872,5.3066,5.1431
"833",2019-12-11,5.1306,1698027,5.0677,5.1431,5.0363
"834",2019-12-10,5.0928,2442648,5.1494,5.2878,5.0866
"835",2019-12-09,5.1746,1905592,5.0488,5.1997,4.9294
"836",2019-12-06,5.0614,1586070,4.9545,5.1243,4.9545
"837",2019-12-05,4.9482,2749598,4.9985,5.0425,4.8854
"838",2019-12-04,4.986,4295897,5.2186,5.2312,4.9545
"839",2019-12-03,5.1997,3675372,5.3884,5.3963,5.162
"840",2019-12-02,5.4512,4170878,5.1809,5.4764,5.1683
"841",2019-11-29,5.1431,2408192,5.1934,5.2815,5.0803
"842",2019-11-27,5.3003,5746783,5.03,5.4387,5.03
"843",2019-11-26,4.9671,4779194,5.2815,5.2815,4.9671
"844",2019-11-25,5.2689,3561477,5.0803,5.3129,5.0614
"845",2019-11-22,5.0048,5713837,5.0048,5.0677,4.6967
